"Date","Mean"
00:00:00 08/07/2014,       0.000
00:00:00 08/08/2014,       0.000
00:00:00 08/09/2014,       0.000
00:00:00 08/10/2014,       0.000
00:00:00 08/11/2014,       0.000
00:00:00 08/12/2014,       0.000
00:00:00 08/13/2014,       0.000
00:00:00 08/14/2014,       0.000
00:00:00 08/15/2014,       0.000
00:00:00 08/16/2014,       0.000
00:00:00 08/17/2014,       0.000
00:00:00 08/18/2014,       0.000
00:00:00 08/19/2014,       0.000
00:00:00 08/20/2014,       0.000
00:00:00 08/21/2014,       0.000
00:00:00 08/22/2014,       0.000
00:00:00 08/23/2014,       0.000
00:00:00 08/24/2014,       0.000
00:00:00 08/25/2014,       0.000
00:00:00 08/26/2014,       0.000
00:00:00 08/27/2014,       0.000
00:00:00 08/28/2014,       0.000
00:00:00 08/29/2014,       0.000
00:00:00 08/30/2014,       0.000
00:00:00 08/31/2014,       0.000
00:00:00 09/01/2014,       0.000
00:00:00 09/02/2014,       0.000
00:00:00 09/03/2014,       0.000
00:00:00 09/04/2014,       0.000
00:00:00 09/05/2014,       0.000
00:00:00 09/06/2014,       0.000
00:00:00 09/07/2014,       0.000
00:00:00 09/08/2014,       0.000
00:00:00 09/09/2014,       0.000
00:00:00 09/10/2014,       0.000
00:00:00 09/11/2014,       0.000
00:00:00 09/12/2014,       0.000
00:00:00 09/13/2014,       0.000
00:00:00 09/14/2014,       0.000
00:00:00 09/15/2014,       0.000
00:00:00 09/16/2014,       0.000
00:00:00 09/17/2014,       0.000
00:00:00 09/18/2014,       0.000
00:00:00 09/19/2014,       0.000
00:00:00 09/20/2014,       0.000
00:00:00 09/21/2014,       0.000
00:00:00 09/22/2014,       0.000
00:00:00 09/23/2014,       0.000
00:00:00 09/24/2014,       0.000
00:00:00 09/25/2014,       0.000
00:00:00 09/26/2014,       0.000
00:00:00 09/27/2014,       0.000
00:00:00 09/28/2014,       0.000
00:00:00 09/29/2014,       0.000
00:00:00 09/30/2014,       0.000
00:00:00 10/01/2014,       0.000
00:00:00 10/02/2014,       0.000
00:00:00 10/03/2014,       0.000
00:00:00 10/04/2014,       0.000
00:00:00 10/05/2014,       0.000
00:00:00 10/06/2014,       0.000
00:00:00 10/07/2014,       0.000
00:00:00 10/08/2014,       0.000
00:00:00 10/09/2014,       0.000
00:00:00 10/10/2014,       0.000
00:00:00 10/11/2014,       0.000
00:00:00 10/12/2014,       0.000
00:00:00 10/13/2014,       0.000
00:00:00 10/14/2014,       0.000
00:00:00 10/15/2014,       0.000
00:00:00 10/16/2014,       0.000
00:00:00 10/17/2014,       0.000
00:00:00 10/18/2014,       0.000
00:00:00 10/19/2014,       0.000
00:00:00 10/20/2014,       0.000
00:00:00 10/21/2014,       0.000
00:00:00 10/22/2014,       0.000
00:00:00 10/23/2014,       0.000
00:00:00 10/24/2014,       0.000
00:00:00 10/25/2014,       0.000
00:00:00 10/26/2014,       0.000
00:00:00 10/27/2014,       0.000
00:00:00 10/28/2014,       0.000
00:00:00 10/29/2014,       0.000
00:00:00 10/30/2014,       0.000
00:00:00 10/31/2014,       0.990
00:00:00 11/01/2014,       0.480
00:00:00 11/02/2014,       0.000
00:00:00 11/03/2014,       0.000
00:00:00 11/04/2014,       0.000
00:00:00 11/05/2014,       0.000
00:00:00 11/06/2014,       0.000
00:00:00 11/07/2014,       0.000
00:00:00 11/08/2014,       0.000
00:00:00 11/09/2014,       0.000
00:00:00 11/10/2014,       0.000
00:00:00 11/11/2014,       0.000
00:00:00 11/12/2014,       0.000
00:00:00 11/13/2014,       0.000
00:00:00 11/14/2014,       0.000
00:00:00 11/15/2014,       0.000
00:00:00 11/16/2014,       0.000
00:00:00 11/17/2014,       0.000
00:00:00 11/18/2014,       0.000
00:00:00 11/19/2014,       0.000
00:00:00 11/20/2014,       0.000
00:00:00 11/21/2014,       0.000
00:00:00 11/22/2014,       0.000
00:00:00 11/23/2014,       0.000
00:00:00 11/24/2014,       0.000
00:00:00 11/25/2014,       0.000
00:00:00 11/26/2014,       0.000
00:00:00 11/27/2014,       0.000
00:00:00 11/28/2014,       0.000
00:00:00 11/29/2014,       0.000
00:00:00 11/30/2014,       0.000
00:00:00 12/01/2014,       0.000
00:00:00 12/02/2014,       0.980
00:00:00 12/03/2014,       0.280
00:00:00 12/04/2014,       0.000
00:00:00 12/05/2014,       0.270
00:00:00 12/06/2014,       0.000
00:00:00 12/07/2014,       0.000
00:00:00 12/08/2014,       0.000
00:00:00 12/09/2014,       0.000
00:00:00 12/10/2014,       0.000
00:00:00 12/11/2014,      11.000
00:00:00 12/12/2014,     238.000
00:00:00 12/13/2014,     131.000
00:00:00 12/14/2014,      25.000
00:00:00 12/15/2014,      61.000
00:00:00 12/16/2014,     111.000
00:00:00 12/17/2014,     186.000
00:00:00 12/18/2014,     175.000
00:00:00 12/19/2014,     128.000
00:00:00 12/20/2014,     102.000
00:00:00 12/21/2014,      90.000
00:00:00 12/22/2014,      83.000
00:00:00 12/23/2014,      73.000
00:00:00 12/24/2014,      65.000
00:00:00 12/25/2014,      57.000
00:00:00 12/26/2014,      50.000
00:00:00 12/27/2014,      43.000
00:00:00 12/28/2014,      40.000
00:00:00 12/29/2014,      39.000
00:00:00 12/30/2014,      35.000
00:00:00 12/31/2014,      31.000
00:00:00 01/01/2015,      28.000
00:00:00 01/02/2015,      26.000
00:00:00 01/03/2015,      24.000
00:00:00 01/04/2015,      22.000
00:00:00 01/05/2015,      20.000
00:00:00 01/06/2015,      20.000
00:00:00 01/07/2015,      19.000
00:00:00 01/08/2015,      19.000
00:00:00 01/09/2015,      18.000
00:00:00 01/10/2015,      18.000
00:00:00 01/11/2015,      18.000
00:00:00 01/12/2015,      17.000
00:00:00 01/13/2015,      17.000
00:00:00 01/14/2015,      16.000
00:00:00 01/15/2015,      15.000
00:00:00 01/16/2015,      14.000
00:00:00 01/17/2015,      14.000
00:00:00 01/18/2015,      14.000
00:00:00 01/19/2015,      14.000
00:00:00 01/20/2015,      13.000
00:00:00 01/21/2015,      13.000
00:00:00 01/22/2015,      12.000
00:00:00 01/23/2015,      12.000
00:00:00 01/24/2015,      12.000
00:00:00 01/25/2015,      11.000
00:00:00 01/26/2015,      11.000
00:00:00 01/27/2015,      11.000
00:00:00 01/28/2015,      10.000
00:00:00 01/29/2015,       9.800
00:00:00 01/30/2015,       9.500
00:00:00 01/31/2015,       9.200
00:00:00 02/01/2015,       8.900
00:00:00 02/02/2015,       8.600
00:00:00 02/03/2015,       8.300
00:00:00 02/04/2015,       8.000
00:00:00 02/05/2015,       7.800
00:00:00 02/06/2015,       7.500
00:00:00 02/07/2015,      69.000
00:00:00 02/08/2015,     123.000
00:00:00 02/09/2015,     667.000
00:00:00 02/10/2015,     363.000
00:00:00 02/11/2015,     253.000
00:00:00 02/12/2015,     200.000
00:00:00 02/13/2015,     167.000
00:00:00 02/14/2015,     147.000
00:00:00 02/15/2015,     129.000
00:00:00 02/16/2015,     114.000
00:00:00 02/17/2015,     102.000
00:00:00 02/18/2015,      91.000
00:00:00 02/19/2015,      82.000
00:00:00 02/20/2015,      76.000
00:00:00 02/21/2015,      73.000
00:00:00 02/22/2015,      69.000
00:00:00 02/23/2015,      60.000
00:00:00 02/24/2015,      54.000
00:00:00 02/25/2015,      54.000
00:00:00 02/26/2015,      53.000
00:00:00 02/27/2015,      53.000
00:00:00 02/28/2015,      58.000
00:00:00 03/01/2015,      58.000
00:00:00 03/02/2015,      52.000
00:00:00 03/03/2015,      46.000
00:00:00 03/04/2015,      43.000
00:00:00 03/05/2015,      40.000
00:00:00 03/06/2015,      40.000
00:00:00 03/07/2015,      39.000
00:00:00 03/08/2015,      36.000
00:00:00 03/09/2015,      35.000
00:00:00 03/10/2015,      32.000
00:00:00 03/11/2015,      31.000
00:00:00 03/12/2015,      30.000
00:00:00 03/13/2015,      31.000
00:00:00 03/14/2015,      32.000
00:00:00 03/15/2015,      31.000
00:00:00 03/16/2015,      28.000
00:00:00 03/17/2015,      24.000
00:00:00 03/18/2015,      23.000
00:00:00 03/19/2015,      22.000
00:00:00 03/20/2015,      21.000
00:00:00 03/21/2015,      20.000
00:00:00 03/22/2015,      19.000
00:00:00 03/23/2015,      19.000
00:00:00 03/24/2015,      18.000
00:00:00 03/25/2015,      17.000
00:00:00 03/26/2015,      16.000
00:00:00 03/27/2015,      15.000
00:00:00 03/28/2015,      14.000
00:00:00 03/29/2015,      13.000
00:00:00 03/30/2015,      12.000
00:00:00 03/31/2015,      11.000
00:00:00 04/01/2015,      11.000
00:00:00 04/02/2015,       9.800
00:00:00 04/03/2015,       9.800
00:00:00 04/04/2015,      11.000
00:00:00 04/05/2015,      11.000
00:00:00 04/06/2015,       9.800
00:00:00 04/07/2015,      13.000
00:00:00 04/08/2015,      21.000
00:00:00 04/09/2015,      19.000
00:00:00 04/10/2015,      15.000
00:00:00 04/11/2015,      13.000
00:00:00 04/12/2015,      11.000
00:00:00 04/13/2015,       9.900
00:00:00 04/14/2015,       8.900
00:00:00 04/15/2015,       8.900
00:00:00 04/16/2015,       7.900
00:00:00 04/17/2015,       7.200
00:00:00 04/18/2015,       7.000
00:00:00 04/19/2015,       6.700
00:00:00 04/20/2015,       6.500
00:00:00 04/21/2015,       6.200
00:00:00 04/22/2015,       6.900
00:00:00 04/23/2015,       6.100
00:00:00 04/24/2015,       6.000
00:00:00 04/25/2015,       7.400
00:00:00 04/26/2015,       9.100
00:00:00 04/27/2015,      10.000
00:00:00 04/28/2015,       7.900
00:00:00 04/29/2015,       7.200
00:00:00 04/30/2015,       6.500
00:00:00 05/01/2015,       6.000
00:00:00 05/02/2015,       6.600
00:00:00 05/03/2015,       8.300
00:00:00 05/04/2015,       8.300
00:00:00 05/05/2015,       7.100
00:00:00 05/06/2015,       5.800
00:00:00 05/07/2015,       5.200
00:00:00 05/08/2015,       4.600
00:00:00 05/09/2015,       4.600
00:00:00 05/10/2015,       5.300
00:00:00 05/11/2015,       5.900
00:00:00 05/12/2015,       6.400
00:00:00 05/13/2015,       6.400
00:00:00 05/14/2015,       6.400
00:00:00 05/15/2015,       6.700
00:00:00 05/16/2015,       5.600
00:00:00 05/17/2015,       4.600
00:00:00 05/18/2015,       3.900
00:00:00 05/19/2015,       5.400
00:00:00 05/20/2015,       8.900
00:00:00 05/21/2015,      11.000
00:00:00 05/22/2015,       9.800
00:00:00 05/23/2015,      10.000
00:00:00 05/24/2015,      10.000
00:00:00 05/25/2015,      10.000
00:00:00 05/26/2015,       7.900
00:00:00 05/27/2015,       6.600
00:00:00 05/28/2015,       5.400
00:00:00 05/29/2015,       3.900
00:00:00 05/30/2015,       3.300
00:00:00 05/31/2015,       3.400
00:00:00 06/01/2015,       3.100
00:00:00 06/02/2015,       2.300
00:00:00 06/03/2015,       2.300
00:00:00 06/04/2015,       2.400
00:00:00 06/05/2015,       2.300
00:00:00 06/06/2015,       1.700
00:00:00 06/07/2015,       3.100
00:00:00 06/08/2015,       5.000
00:00:00 06/09/2015,       4.500
00:00:00 06/10/2015,       2.500
00:00:00 06/11/2015,       0.800
00:00:00 06/12/2015,       0.590
00:00:00 06/13/2015,       0.520
00:00:00 06/14/2015,       0.470
00:00:00 06/15/2015,       0.390
00:00:00 06/16/2015,       0.350
00:00:00 06/17/2015,       0.330
00:00:00 06/18/2015,       0.270
00:00:00 06/19/2015,       0.160
00:00:00 06/20/2015,       0.140
00:00:00 06/21/2015,       0.060
00:00:00 06/22/2015,       0.020
00:00:00 06/23/2015,       0.000
00:00:00 06/24/2015,       0.010
00:00:00 06/25/2015,       0.010
00:00:00 06/26/2015,       0.000
00:00:00 06/27/2015,       0.000
00:00:00 06/28/2015,       0.020
00:00:00 06/29/2015,       0.030
00:00:00 06/30/2015,       0.000
00:00:00 07/01/2015,       0.010
00:00:00 07/02/2015,       0.020
00:00:00 07/03/2015,       0.040
00:00:00 07/04/2015,       0.040
00:00:00 07/05/2015,       0.010
00:00:00 07/06/2015,       0.010
00:00:00 07/07/2015,       0.010
00:00:00 07/08/2015,       0.000
00:00:00 07/09/2015,       0.000
00:00:00 07/10/2015,       0.000
00:00:00 07/11/2015,       0.000
00:00:00 07/12/2015,       0.000
00:00:00 07/13/2015,       0.000
00:00:00 07/14/2015,       0.000
00:00:00 07/15/2015,       0.000
00:00:00 07/16/2015,       0.000
00:00:00 07/17/2015,       0.000
00:00:00 07/18/2015,       0.000
00:00:00 07/19/2015,       1.200
00:00:00 07/20/2015,       0.000
00:00:00 07/21/2015,       0.000
00:00:00 07/22/2015,       0.000
00:00:00 07/23/2015,       0.000
00:00:00 07/24/2015,       0.000
00:00:00 07/25/2015,       0.000
00:00:00 07/26/2015,       0.000
00:00:00 07/27/2015,       0.000
00:00:00 07/28/2015,       0.000
00:00:00 07/29/2015,       0.000
00:00:00 07/30/2015,       0.000
00:00:00 07/31/2015,       0.000
00:00:00 08/01/2015,       0.000
00:00:00 08/02/2015,       0.000
00:00:00 08/03/2015,       0.000
00:00:00 08/04/2015,       0.000
00:00:00 08/05/2015,       0.000
00:00:00 08/06/2015,       0.000
00:00:00 08/07/2015,       0.000
00:00:00 08/08/2015,       0.000
00:00:00 08/09/2015,       0.000
00:00:00 08/10/2015,       0.000
00:00:00 08/11/2015,       0.000
00:00:00 08/12/2015,       0.000
00:00:00 08/13/2015,       0.000
00:00:00 08/14/2015,       0.000
00:00:00 08/15/2015,       0.000
00:00:00 08/16/2015,       0.000
00:00:00 08/17/2015,       0.000
00:00:00 08/18/2015,       0.000
00:00:00 08/19/2015,       0.000
00:00:00 08/20/2015,       0.000
00:00:00 08/21/2015,       0.000
00:00:00 08/22/2015,       0.000
00:00:00 08/23/2015,       0.000
00:00:00 08/24/2015,       0.000
00:00:00 08/25/2015,       0.000
00:00:00 08/26/2015,       0.000
00:00:00 08/27/2015,       0.000
00:00:00 08/28/2015,       0.000
00:00:00 08/29/2015,       0.000
00:00:00 08/30/2015,       0.000
00:00:00 08/31/2015,       0.000
00:00:00 09/01/2015,       0.000
00:00:00 09/02/2015,       0.000
00:00:00 09/03/2015,       0.000
00:00:00 09/04/2015,       0.000
00:00:00 09/05/2015,       0.000
00:00:00 09/06/2015,       0.000
00:00:00 09/07/2015,       0.000
00:00:00 09/08/2015,       0.000
00:00:00 09/09/2015,       0.000
00:00:00 09/10/2015,       0.000
00:00:00 09/11/2015,       0.000
00:00:00 09/12/2015,       0.000
00:00:00 09/13/2015,       0.000
00:00:00 09/14/2015,       0.000
00:00:00 09/15/2015,       0.000
00:00:00 09/16/2015,       0.000
00:00:00 09/17/2015,       0.000
00:00:00 09/18/2015,       0.000
00:00:00 09/19/2015,       0.000
00:00:00 09/20/2015,       0.000
00:00:00 09/21/2015,       0.000
00:00:00 09/22/2015,       0.000
00:00:00 09/23/2015,       0.000
00:00:00 09/24/2015,       0.000
00:00:00 09/25/2015,       0.000
00:00:00 09/26/2015,       0.000
00:00:00 09/27/2015,       0.000
00:00:00 09/28/2015,       0.000
00:00:00 09/29/2015,       0.000
00:00:00 09/30/2015,       0.000
00:00:00 10/01/2015,       0.000
00:00:00 10/02/2015,       0.000
00:00:00 10/03/2015,       0.000
00:00:00 10/04/2015,       0.000
00:00:00 10/05/2015,       0.000
00:00:00 10/06/2015,       0.000
00:00:00 10/07/2015,       0.000
00:00:00 10/08/2015,       0.000
00:00:00 10/09/2015,       0.000
00:00:00 10/10/2015,       0.000
00:00:00 10/11/2015,       0.000
00:00:00 10/12/2015,       0.000
00:00:00 10/13/2015,       0.000
00:00:00 10/14/2015,       0.000
00:00:00 10/15/2015,       0.000
00:00:00 10/16/2015,       0.000
00:00:00 10/17/2015,       0.000
00:00:00 10/18/2015,       0.000
00:00:00 10/19/2015,       0.000
00:00:00 10/20/2015,       0.000
00:00:00 10/21/2015,       0.000
00:00:00 10/22/2015,       0.000
00:00:00 10/23/2015,       0.000
00:00:00 10/24/2015,       0.000
00:00:00 10/25/2015,       0.000
00:00:00 10/26/2015,       0.000
00:00:00 10/27/2015,       0.000
00:00:00 10/28/2015,       0.000
00:00:00 10/29/2015,       0.000
00:00:00 10/30/2015,       0.000
00:00:00 10/31/2015,       0.000
00:00:00 11/01/2015,       0.000
00:00:00 11/02/2015,       0.000
00:00:00 11/03/2015,       0.000
00:00:00 11/04/2015,       0.000
00:00:00 11/05/2015,       0.000
00:00:00 11/06/2015,       0.000
00:00:00 11/07/2015,       0.000
00:00:00 11/08/2015,       0.000
00:00:00 11/09/2015,       0.000
00:00:00 11/10/2015,       0.000
00:00:00 11/11/2015,       0.000
00:00:00 11/12/2015,       0.000
00:00:00 11/13/2015,       0.000
00:00:00 11/14/2015,       0.000
00:00:00 11/15/2015,       0.000
00:00:00 11/16/2015,       0.000
00:00:00 11/17/2015,       0.000
00:00:00 11/18/2015,       0.000
00:00:00 11/19/2015,       0.000
00:00:00 11/20/2015,       0.000
00:00:00 11/21/2015,       0.000
00:00:00 11/22/2015,       0.000
00:00:00 11/23/2015,       0.000
00:00:00 11/24/2015,       0.000
00:00:00 11/25/2015,       0.000
00:00:00 11/26/2015,       0.000
00:00:00 11/27/2015,       0.000
00:00:00 11/28/2015,       0.000
00:00:00 11/29/2015,       0.000
00:00:00 11/30/2015,       0.000
00:00:00 12/01/2015,       0.000
00:00:00 12/02/2015,       0.000
00:00:00 12/03/2015,       0.000
00:00:00 12/04/2015,       0.000
00:00:00 12/05/2015,       0.000
00:00:00 12/06/2015,       0.000
00:00:00 12/07/2015,       0.000
00:00:00 12/08/2015,       0.000
00:00:00 12/09/2015,       0.000
00:00:00 12/10/2015,       0.000
00:00:00 12/11/2015,       0.000
00:00:00 12/12/2015,       0.000
00:00:00 12/13/2015,       0.000
00:00:00 12/14/2015,       0.000
00:00:00 12/15/2015,       0.000
00:00:00 12/16/2015,       0.000
00:00:00 12/17/2015,       0.000
00:00:00 12/18/2015,       0.000
00:00:00 12/19/2015,       0.000
00:00:00 12/20/2015,       0.000
00:00:00 12/21/2015,       0.000
00:00:00 12/22/2015,       0.000
00:00:00 12/23/2015,       0.000
00:00:00 12/24/2015,       0.000
00:00:00 12/25/2015,       0.000
00:00:00 12/26/2015,       0.000
00:00:00 12/27/2015,       0.000
00:00:00 12/28/2015,       0.000
00:00:00 12/29/2015,       0.000
00:00:00 12/30/2015,       0.000
00:00:00 12/31/2015,       0.000
00:00:00 01/01/2016,       0.000
00:00:00 01/02/2016,       0.000
00:00:00 01/03/2016,       0.000
00:00:00 01/04/2016,       0.000
00:00:00 01/05/2016,       0.000
00:00:00 01/06/2016,       0.000
00:00:00 01/07/2016,      43.000
00:00:00 01/08/2016,      70.000
00:00:00 01/09/2016,      78.000
00:00:00 01/10/2016,      59.000
00:00:00 01/11/2016,      46.000
00:00:00 01/12/2016,      40.000
00:00:00 01/13/2016,      36.000
00:00:00 01/14/2016,      41.000
00:00:00 01/15/2016,      38.000
00:00:00 01/16/2016,      38.000
00:00:00 01/17/2016,      40.000
00:00:00 01/18/2016,      95.000
00:00:00 01/19/2016,     341.000
00:00:00 01/20/2016,     714.000
00:00:00 01/21/2016,     368.000
00:00:00 01/22/2016,     268.000
00:00:00 01/23/2016,     602.000
00:00:00 01/24/2016,     476.000
00:00:00 01/25/2016,     352.000
00:00:00 01/26/2016,     275.000
00:00:00 01/27/2016,     223.000
00:00:00 01/28/2016,     184.000
00:00:00 01/29/2016,     156.000
00:00:00 01/30/2016,     142.000
00:00:00 01/31/2016,     165.000
00:00:00 02/01/2016,     153.000
00:00:00 02/02/2016,     130.000
00:00:00 02/03/2016,     119.000
00:00:00 02/04/2016,     109.000
00:00:00 02/05/2016,     101.000
00:00:00 02/06/2016,      95.000
00:00:00 02/07/2016,      88.000
00:00:00 02/08/2016,      84.000
00:00:00 02/09/2016,      79.000
00:00:00 02/10/2016,      76.000
00:00:00 02/11/2016,      71.000
00:00:00 02/12/2016,      67.000
00:00:00 02/13/2016,      64.000
00:00:00 02/14/2016,      61.000
00:00:00 02/15/2016,      59.000
00:00:00 02/16/2016,      57.000
00:00:00 02/17/2016,      57.000
00:00:00 02/18/2016,     120.000
00:00:00 02/19/2016,     111.000
00:00:00 02/20/2016,      91.000
00:00:00 02/21/2016,      82.000
00:00:00 02/22/2016,      78.000
00:00:00 02/23/2016,      74.000
00:00:00 02/24/2016,      70.000
00:00:00 02/25/2016,      67.000
00:00:00 02/26/2016,      64.000
00:00:00 02/27/2016,      62.000
00:00:00 02/28/2016,      60.000
00:00:00 02/29/2016,      57.000
00:00:00 03/01/2016,      53.000
00:00:00 03/02/2016,      51.000
00:00:00 03/03/2016,      50.000
00:00:00 03/04/2016,      52.000
00:00:00 03/05/2016,      83.000
00:00:00 03/06/2016,     986.000
00:00:00 03/07/2016,    1080.000
00:00:00 03/08/2016,     892.000
00:00:00 03/09/2016,     607.000
00:00:00 03/10/2016,     455.000
00:00:00 03/11/2016,     460.000
00:00:00 03/12/2016,     573.000
00:00:00 03/13/2016,     615.000
00:00:00 03/14/2016,    1040.000
00:00:00 03/15/2016,     801.000
00:00:00 03/16/2016,     621.000
00:00:00 03/17/2016,     506.000
00:00:00 03/18/2016,     426.000
00:00:00 03/19/2016,     366.000
00:00:00 03/20/2016,     322.000
00:00:00 03/21/2016,     295.000
00:00:00 03/22/2016,     271.000
00:00:00 03/23/2016,     245.000
00:00:00 03/24/2016,     223.000
00:00:00 03/25/2016,     202.000
00:00:00 03/26/2016,     184.000
00:00:00 03/27/2016,     168.000
00:00:00 03/28/2016,     157.000
00:00:00 03/29/2016,     148.000
00:00:00 03/30/2016,     139.000
00:00:00 03/31/2016,     129.000
00:00:00 04/01/2016,     122.000
00:00:00 04/02/2016,     115.000
00:00:00 04/03/2016,     105.000
00:00:00 04/04/2016,     100.000
00:00:00 04/05/2016,      98.000
00:00:00 04/06/2016,      94.000
00:00:00 04/07/2016,      88.000
00:00:00 04/08/2016,      86.000
00:00:00 04/09/2016,      86.000
00:00:00 04/10/2016,      84.000
00:00:00 04/11/2016,      83.000
00:00:00 04/12/2016,      79.000
00:00:00 04/13/2016,      77.000
00:00:00 04/14/2016,      74.000
00:00:00 04/15/2016,      71.000
00:00:00 04/16/2016,      68.000
00:00:00 04/17/2016,      64.000
00:00:00 04/18/2016,      59.000
00:00:00 04/19/2016,      57.000
00:00:00 04/20/2016,      54.000
00:00:00 04/21/2016,      52.000
00:00:00 04/22/2016,      51.000
00:00:00 04/23/2016,      58.000
00:00:00 04/24/2016,      53.000
00:00:00 04/25/2016,      49.000
00:00:00 04/26/2016,      45.000
00:00:00 04/27/2016,      44.000
00:00:00 04/28/2016,      45.000
00:00:00 04/29/2016,      43.000
00:00:00 04/30/2016,      42.000
00:00:00 05/01/2016,      40.000
00:00:00 05/02/2016,      37.000
00:00:00 05/03/2016,      36.000
00:00:00 05/04/2016,      34.000
00:00:00 05/05/2016,      34.000
00:00:00 05/06/2016,      34.000
00:00:00 05/07/2016,      34.000
00:00:00 05/08/2016,      33.000
00:00:00 05/09/2016,      32.000
00:00:00 05/10/2016,      31.000
00:00:00 05/11/2016,      30.000
00:00:00 05/12/2016,      28.000
00:00:00 05/13/2016,      28.000
00:00:00 05/14/2016,      26.000
00:00:00 05/15/2016,      25.000
00:00:00 05/16/2016,      24.000
00:00:00 05/17/2016,      24.000
00:00:00 05/18/2016,      22.000
00:00:00 05/19/2016,      21.000
00:00:00 05/20/2016,      20.000
00:00:00 05/21/2016,      19.000
00:00:00 05/22/2016,      19.000
00:00:00 05/23/2016,      19.000
00:00:00 05/24/2016,      18.000
00:00:00 05/25/2016,      17.000
00:00:00 05/26/2016,      18.000
00:00:00 05/27/2016,      17.000
00:00:00 05/28/2016,      16.000
00:00:00 05/29/2016,      14.000
00:00:00 05/30/2016,      14.000
00:00:00 05/31/2016,      13.000
00:00:00 06/01/2016,      12.000
00:00:00 06/02/2016,      10.000
00:00:00 06/03/2016,       9.300
00:00:00 06/04/2016,       8.000
00:00:00 06/05/2016,       7.500
00:00:00 06/06/2016,       6.700
00:00:00 06/07/2016,       5.900
00:00:00 06/08/2016,       5.400
00:00:00 06/09/2016,       4.900
00:00:00 06/10/2016,       4.600
00:00:00 06/11/2016,       4.200
00:00:00 06/12/2016,       3.700
00:00:00 06/13/2016,       3.400
00:00:00 06/14/2016,       3.500
00:00:00 06/15/2016,       3.300
00:00:00 06/16/2016,       3.000
00:00:00 06/17/2016,       3.000
00:00:00 06/18/2016,       2.900
00:00:00 06/19/2016,       2.900
00:00:00 06/20/2016,       2.500
00:00:00 06/21/2016,       2.300
00:00:00 06/22/2016,       2.000
00:00:00 06/23/2016,       1.800
00:00:00 06/24/2016,       1.600
00:00:00 06/25/2016,       1.500
00:00:00 06/26/2016,       1.300
00:00:00 06/27/2016,       1.200
00:00:00 06/28/2016,       1.200
00:00:00 06/29/2016,       1.200
00:00:00 06/30/2016,       1.200
00:00:00 07/01/2016,       1.100
00:00:00 07/02/2016,       0.980
00:00:00 07/03/2016,       0.970
00:00:00 07/04/2016,       0.950
00:00:00 07/05/2016,       0.880
00:00:00 07/06/2016,       0.790
00:00:00 07/07/2016,       1.000
00:00:00 07/08/2016,       0.750
00:00:00 07/09/2016,       0.530
00:00:00 07/10/2016,       0.300
00:00:00 07/11/2016,       0.170
00:00:00 07/12/2016,       0.070
00:00:00 07/13/2016,       0.020
00:00:00 07/14/2016,       0.000
00:00:00 07/15/2016,       0.000
00:00:00 07/16/2016,       0.000
00:00:00 07/17/2016,       0.000
00:00:00 07/18/2016,       0.000
00:00:00 07/19/2016,       0.000
00:00:00 07/20/2016,       0.000
00:00:00 07/21/2016,       0.000
00:00:00 07/22/2016,       0.000
00:00:00 07/23/2016,       0.000
00:00:00 07/24/2016,       0.000
00:00:00 07/25/2016,       0.000
00:00:00 07/26/2016,       0.000
00:00:00 07/27/2016,       0.000
00:00:00 07/28/2016,       0.000
00:00:00 07/29/2016,       0.000
00:00:00 07/30/2016,       0.000
00:00:00 07/31/2016,       0.000
00:00:00 08/01/2016,       0.000
00:00:00 08/02/2016,       0.000
00:00:00 08/03/2016,       0.000
00:00:00 08/04/2016,       0.000
00:00:00 08/05/2016,       0.000
00:00:00 08/06/2016,       0.000
00:00:00 08/07/2016,       0.000
00:00:00 08/08/2016,       0.000
00:00:00 08/09/2016,       0.000
00:00:00 08/10/2016,       0.000
00:00:00 08/11/2016,       0.000
00:00:00 08/12/2016,       0.000
00:00:00 08/13/2016,       0.000
00:00:00 08/14/2016,       0.000
00:00:00 08/15/2016,       0.000
00:00:00 08/16/2016,       0.000
00:00:00 08/17/2016,       0.000
00:00:00 08/18/2016,       0.000
00:00:00 08/19/2016,       0.000
00:00:00 08/20/2016,       0.000
00:00:00 08/21/2016,       0.000
00:00:00 08/22/2016,       0.000
00:00:00 08/23/2016,       0.000
00:00:00 08/24/2016,       0.000
00:00:00 08/25/2016,       0.000
00:00:00 08/26/2016,       0.000
00:00:00 08/27/2016,       0.000
00:00:00 08/28/2016,       0.000
00:00:00 08/29/2016,       0.000
00:00:00 08/30/2016,       0.000
00:00:00 08/31/2016,       0.000
00:00:00 09/01/2016,       0.000
00:00:00 09/02/2016,       0.000
00:00:00 09/03/2016,       0.000
00:00:00 09/04/2016,       0.000
00:00:00 09/05/2016,       0.000
00:00:00 09/06/2016,       0.000
00:00:00 09/07/2016,       0.000
00:00:00 09/08/2016,       0.000
00:00:00 09/09/2016,       0.000
00:00:00 09/10/2016,       0.000
00:00:00 09/11/2016,       0.000
00:00:00 09/12/2016,       0.000
00:00:00 09/13/2016,       0.000
00:00:00 09/14/2016,       0.000
00:00:00 09/15/2016,       0.000
00:00:00 09/16/2016,       0.000
00:00:00 09/17/2016,       0.000
00:00:00 09/18/2016,       0.000
00:00:00 09/19/2016,       0.000
00:00:00 09/20/2016,       0.000
00:00:00 09/21/2016,       0.000
